Word	Cluster	Jaccard BNC-Genome	Genome neighbors	BNC_normalized neighbors
exhaust	18	0.0	exhaust tail_pipe vent_hood fuel_tank range_hood tailpipe smoke motorcycle_wheel exhaust_pipe front_fender right_mirror speedometer trails rear_tire back_wheel	stations work really should literature development right immigrants debate medium neglected launched matters etc operate
exhibit	0	0.0	exhibit porta_potty backs construction food_processor music facility hind drill newspaper_stand cellular_phone catcher's_mask noses habitat earphone	one circulation where changes dispute locally cast am disruptive collar understanding support stems conflicting expert
exit	17	0.0	exit exit_sign smoke_alarm road_side ac door_lock frosted_glass top_window blue_letter circle_design emergency_exit light_cover vertical_stabilizer plane_window white_light	servicing other goliath authors work criterion see this section royal servants wider being explain rights
expression	15	0.0	expression man's_neck black_glasses spectacle right_elbow hips vi sun_glasses eyeglass side_burns red_dress head. brown_patches ossicles black_sunglasses	journal carry sea compare we connected panel 1979 observed is pahl given or social not
eye	15	0.0	eye ear nose mouth eyes head face leg right_eye left_eye back_legs front_leg right_ear ears snout	david royal important could help polarity no effectiveness possibility intensive time treatment almost in social
eyeball	15	0.0	eyeball eyeballs white_head hind_leg giraffe's_tail white_skin chime two_eyes cow_ear white_teeth back_legs elephant_foot tassles spectacle white_leg	and/or royal about prime of servants work anchored they approaches authors lies launched operate industries
eyebrow	15	0.0	eyebrow brow eye_brow sun_glasses eyelash brown_patch eyebrows facial_expression bicep eye_shadow black_sunglasses forehead cheeks cheek thigh	type supersaturation concerned referents instance find histories institutions peak before close non-technical pass with none
eyelash	15	0.0	eyelash lashes eye_lashes eye_brow brown_patch back_hoof eye_shadow makeup eyelashes abdomen iris eyebrow pupil acne dark_eye	histories concerned supersaturation referents instance before find type with institutions pass peak non-technical close system
eyelid	2	0.0	eyelid rear_leg white_leg front_right_leg dog_nose black_hoof zebra_mane back_foot eyelashes dark_eye brown_patch blinder boy's_hand brow dog_head	supersaturation concerned find with instance none treatment peak referents close however before non-technical institutions dominant
fabric	6	0.0	fabric red_square material afghan screensaver blue_cloth sleeveless_shirt blanket 45 tutu cloth clothing metal_posts pendant_light green_pillow	books final issue constraining benefit panel sea population make fieldwork any contained phrase most take
facade	5	0.0	facade building_window fireplace_mantle lobby back_left_leg white_brick decorative_piece support_column basement window_panel two_ears eave rectangular_window second_story gargoyle	troublemakers concept familiar sustained most sea doubtless dividing uniqueness tends relations make constraining attempt population
face	15	0.0	face eye ear head nose mouth right_ear right_eye left_eye legs eyes leg ears left_ear forehead	promote masters central talking along ease 385 unworthy prevailing arrived stand effectiveness unemployment wide-ranging thought
family	1	0.0	family tourists tv_remote friends ice_chest banana_leaves patrons man_sitting front_seat bench_slat adults people couple viewer post-it_note	in social social postgraduate take right locals alternative get aspects big tel launched this vital
fan	6	0.0	fan ceiling_fan vent_hood tripod fans turbines detector ceiling_tile crown_molding hanging_light spectator smoke_alarm vent exhaust_fan light_cover	examination few industry at bell economy authority commercial cost agriculturally davids within meaningful division neighbourhoods
farm	0	0.0	farm giraffe_pen wood_table ski_trail site toilet_base skating_board green_fence black_skis blue_marker divot train_yard indention pavilion sunny	intensive time possibility felt opposition motivations as education boot modern migration when nationally stress types
feather	6	0.0	feather tail_feather feathers beak black_feathers white_chest bird_wings peck brissles tail_feathers bird_head blue_feathers two_feet flaps fuzz	comparatively grew agriculturally attributes at commitment meaningful cost numbers although each economy class sphere industry
feeder	0	0.0	feeder bluejeans bird_head watering_hole peck yellow_grass facility groud life_ring metal_poles white_chest bird_wings sign_holder hut cage	young redundant behind point based (see published another reports external sciences long expanding motivations belonging
female	1	0.0	female girl woman tennis_player he lady male guy she player boy adult athlete ladies kid	sake our right ideology allow another also these social answer very in north blue point
fence	11	0.0	fence trees grass gate bushes railing tree fencing wall bush rocks hedge barrier rock house	incomers rights role theme this elicit authors again papers section determines application sited being goliath
fender	18	0.0	fender rear_tire shock wheel_cover kick_stand sidecar front_headlight tail_pipe brakes front_fender tailpipe kickstand handle_bars black_seat head_light	men earnest much engaged addresses concentrated shetland would what middle some total go elicit papers
field	0	0.0	field pasture hillside baseball_field hill zoo yard riverbank ground court grass mountain dugout area tennis_court	encourage pieces research was way common vital informed this competition series acquainted take alternative crichton
figure	17	0.0	figure candle_stick starbucks belfry wood_trim gold_ring ac black_letters tree_part reindeer window_awning orchid digit orange_light information	essentially are adopted networks incomer politically saunders claims vital facilities its has suggestion areas doing
figurine	6	0.0	figurine knick_knacks starfish candle_stick banks fireplace_mantle clothes_line hamper white_color books ac_unit hello_kitty candlestick groceries teddybear	when publication at a dividing claims politically stress extensive minority we sector particular commercial aspect
filling	7	0.0	filling apple_chunk ski_resort swirls eclair birthday_candle basil_leaf cream tomato_slices stitch blueberry warning_sign red_lights mosaic cake_slice	what competition this encourage series sane public faith pieces impact was nuclear instances crichton alternative
